"","Date","Season","Round","Venue","Player","Team","Opposition","Status","Match_id","GA","CP","UP","ED","DE","CM","MI5","One.Percenters","BO","TOG","K","HB","D","M","G","B","T","HO","I50","CL","CG","R50","FF","FA","AF","SC","CCL","SCL","SI","MG","TO","ITC","T5"
"5724",2024-06-23,2024,"Round 15","Marvel Stadium","Ben McKay","Essendon","West Coast","Home",11091,0,4,4,8,88.9,1,0,6,0,100,3,6,9,1,0,0,2,0,0,0,0,1,1,0,33,55,0,0,3,18,0,6,0
"5725",2024-06-23,2024,"Round 15","Marvel Stadium","Nikolas Cox  ↗","Essendon","West Coast","Home",11091,0,5,4,5,55.6,2,0,1,1,59,7,2,9,4,0,0,6,0,2,1,1,1,1,0,62,54,0,1,2,139,2,0,2
"5726",2024-06-23,2024,"Round 15","Marvel Stadium","Kyle Langford","Essendon","West Coast","Home",11091,1,3,5,6,85.7,0,3,0,0,95,5,2,7,3,2,0,2,1,2,0,1,0,0,0,49,53,0,0,5,142,1,1,1
"5727",2024-06-23,2024,"Round 15","Marvel Stadium","Jye Menzie  ↙","Essendon","West Coast","Home",11091,0,0,1,0,0,0,0,0,0,14,1,0,1,1,0,0,1,0,0,0,1,0,0,0,10,3,0,0,0,30,1,0,0
"5728",2024-06-23,2024,"Round 15","Marvel Stadium","Jeremy McGovern","West Coast","Essendon","Away",11091,1,4,8,18,90,0,0,5,0,90,18,2,20,5,0,0,2,0,3,0,1,8,0,0,81,99,0,0,3,659,2,7,0
"5729",2024-06-23,2024,"Round 15","Marvel Stadium","Elliot Yeo","West Coast","Essendon","Away",11091,1,16,6,11,55,2,1,1,0,70,14,6,20,2,1,0,13,0,5,7,2,3,2,1,117,139,3,4,8,373,3,2,2
"5730",2024-06-23,2024,"Round 15","Marvel Stadium","Jamie Cripps","West Coast","Essendon","Away",11091,1,10,10,12,63.2,2,1,4,1,88,14,5,19,4,2,3,4,0,5,4,3,0,0,0,95,107,0,4,8,499,5,0,1
"5731",2024-06-23,2024,"Round 15","Marvel Stadium","Liam Duggan","West Coast","Essendon","Away",11091,0,4,18,13,68.4,0,0,2,0,89,16,3,19,5,0,0,4,0,7,3,0,1,1,0,86,84,1,2,5,600,4,0,0
"5732",2024-06-23,2024,"Round 15","Marvel Stadium","Liam Ryan","West Coast","Essendon","Away",11091,3,9,10,15,78.9,1,0,3,2,79,12,7,19,3,0,1,2,0,7,6,2,0,1,1,66,87,3,3,7,434,3,1,2
"5733",2024-06-23,2024,"Round 15","Marvel Stadium","Reuben Ginbey","West Coast","Essendon","Away",11091,0,7,10,13,76.5,0,0,1,0,80,5,12,17,1,0,0,5,0,3,5,3,0,2,0,64,63,3,2,3,229,2,0,3
"5734",2024-06-23,2024,"Round 15","Marvel Stadium","Tom Barrass","West Coast","Essendon","Away",11091,0,6,10,15,93.8,5,0,4,0,94,11,5,16,11,0,0,1,2,3,0,0,2,0,0,82,109,0,0,1,346,2,12,0
"5735",2024-06-23,2024,"Round 15","Marvel Stadium","Alex Witherden","West Coast","Essendon","Away",11091,1,7,9,11,68.8,0,0,0,1,78,6,10,16,5,0,0,1,0,1,1,3,5,0,0,57,58,0,1,2,223,5,6,0
"5736",2024-06-23,2024,"Round 15","Marvel Stadium","Tyler Brockman","West Coast","Essendon","Away",11091,0,7,7,12,85.7,0,0,3,0,71,6,8,14,3,0,0,2,0,2,5,0,2,1,0,52,64,4,1,3,171,1,1,0
"5737",2024-06-23,2024,"Round 15","Marvel Stadium","Campbell Chesser","West Coast","Essendon","Away",11091,0,3,11,7,50,0,0,0,0,81,9,5,14,3,1,0,1,0,2,1,3,1,0,0,56,46,0,1,1,278,3,3,1
"5738",2024-06-23,2024,"Round 15","Marvel Stadium","Jake Waterman","West Coast","Essendon","Away",11091,0,4,9,12,92.3,2,3,0,0,95,9,4,13,7,3,1,1,0,1,0,2,1,1,1,77,65,0,0,4,143,2,0,1
"5739",2024-06-23,2024,"Round 15","Marvel Stadium","Oscar Allen","West Coast","Essendon","Away",11091,1,5,8,7,53.8,2,3,3,0,86,11,2,13,9,2,4,1,0,1,0,2,1,0,0,84,67,0,0,10,307,2,2,1
"5740",2024-06-23,2024,"Round 15","Marvel Stadium","Brady Hough","West Coast","Essendon","Away",11091,0,6,6,12,92.3,0,0,0,1,80,6,7,13,4,0,0,2,0,0,2,1,3,0,0,52,59,0,2,1,169,1,5,0
"5741",2024-06-23,2024,"Round 15","Marvel Stadium","Ryan Maric  ↗","West Coast","Essendon","Away",11091,0,4,6,9,69.2,0,0,0,0,72,9,4,13,2,0,0,2,0,5,3,3,2,0,1,46,34,0,3,0,388,5,4,0
"5742",2024-06-23,2024,"Round 15","Marvel Stadium","Jamaine Jones","West Coast","Essendon","Away",11091,1,4,8,10,83.3,0,0,0,1,84,9,3,12,2,0,0,3,0,4,2,0,1,1,0,52,59,0,2,1,285,2,1,0
"5743",2024-06-23,2024,"Round 15","Marvel Stadium","Jack Petruccelle","West Coast","Essendon","Away",11091,0,4,7,8,72.7,0,0,1,0,86,8,3,11,2,2,1,1,0,2,2,2,0,0,1,50,54,0,2,6,265,0,0,1
"5744",2024-06-23,2024,"Round 15","Marvel Stadium","Jack Darling","West Coast","Essendon","Away",11091,0,6,3,4,44.4,1,3,4,0,85,4,5,9,3,2,1,2,0,0,0,0,0,0,0,52,72,0,0,5,107,2,0,1
"5745",2024-06-23,2024,"Round 15","Marvel Stadium","Tom Cole","West Coast","Essendon","Away",11091,0,3,6,7,87.5,0,0,2,0,79,4,4,8,0,0,0,1,0,1,0,1,2,1,0,25,34,0,0,0,111,1,3,0
"5746",2024-06-23,2024,"Round 15","Marvel Stadium","Jayden Hunt","West Coast","Essendon","Away",11091,1,3,5,5,71.4,0,0,0,0,84,5,2,7,1,0,0,3,0,2,1,1,1,1,0,35,38,0,1,2,108,1,1,0
"5747",2024-06-23,2024,"Round 15","Marvel Stadium","Josh Rotham","West Coast","Essendon","Away",11091,0,3,5,5,71.4,1,0,5,0,89,5,2,7,4,0,0,0,0,0,0,0,2,0,0,31,41,0,0,1,77,2,4,0
"5748",2024-06-23,2024,"Round 15","Marvel Stadium","Matthew Flynn","West Coast","Essendon","Away",11091,0,4,3,5,83.3,0,0,2,0,67,0,6,6,0,0,0,5,26,1,1,1,0,1,1,56,60,1,0,5,24,0,2,1
"5749",2024-06-23,2024,"Round 15","Marvel Stadium","Bailey J. Williams","West Coast","Essendon","Away",11091,0,5,2,3,60,0,0,1,0,60,1,4,5,0,0,0,2,13,1,1,3,0,1,2,27,44,0,1,4,16,3,1,0
"5750",2024-06-23,2024,"Round 15","Marvel Stadium","Jack Hutchinson  ↙","West Coast","Essendon","Away",11091,0,0,1,1,100,0,0,0,0,14,0,1,1,1,0,0,2,0,0,0,0,0,0,0,13,6,0,0,1,-2,0,0,2
"5751",2024-06-23,2024,"Round 15","Optus Stadium","Andrew Brayshaw","Fremantle","Gold Coast","Home",11092,1,14,19,22,68.8,0,1,1,0,85,16,16,32,5,1,1,8,0,2,7,4,1,2,0,136,134,2,5,10,390,6,5,1
"5752",2024-06-23,2024,"Round 15","Optus Stadium","Caleb Serong","Fremantle","Gold Coast","Home",11092,1,14,15,19,65.5,0,1,0,0,81,13,16,29,3,1,0,2,0,5,7,1,2,1,0,95,121,2,5,7,430,4,2,0
"5753",2024-06-23,2024,"Round 15","Optus Stadium","Hayden Young","Fremantle","Gold Coast","Home",11092,0,8,16,21,87.5,0,0,1,1,70,13,11,24,4,3,0,3,0,5,4,2,1,1,0,104,130,4,0,12,377,2,0,0
"5754",2024-06-23,2024,"Round 15","Optus Stadium","Sean Darcy","Fremantle","Gold Coast","Home",11092,1,17,2,16,80,1,1,1,0,74,9,11,20,2,1,0,3,39,6,12,1,0,2,1,111,147,4,8,5,279,3,3,0
"5755",2024-06-23,2024,"Round 15","Optus Stadium","Jaeger O'Meara","Fremantle","Gold Coast","Home",11092,0,6,14,15,78.9,0,1,1,0,81,11,8,19,4,1,0,7,0,3,2,1,4,1,0,96,94,0,2,4,342,4,4,1
"5756",2024-06-23,2024,"Round 15","Optus Stadium","Luke Ryan","Fremantle","Gold Coast","Home",11092,0,5,8,17,94.4,1,0,8,0,92,13,5,18,5,0,0,1,0,0,0,0,4,0,0,68,93,0,0,5,287,2,7,0
"5757",2024-06-23,2024,"Round 15","Optus Stadium","Jordan Clark","Fremantle","Gold Coast","Home",11092,1,5,12,11,64.7,1,0,1,5,82,11,6,17,7,0,0,6,0,1,1,1,4,1,1,88,100,0,1,5,432,5,4,0
"5758",2024-06-23,2024,"Round 15","Optus Stadium","Heath Chapman","Fremantle","Gold Coast","Home",11092,0,4,12,14,87.5,1,0,1,0,85,10,6,16,6,0,0,6,0,1,0,2,6,1,1,82,94,0,0,3,294,2,6,0
"5759",2024-06-23,2024,"Round 15","Optus Stadium","James Aish","Fremantle","Gold Coast","Home",11092,0,4,11,13,86.7,0,0,0,0,81,6,9,15,6,0,1,4,0,1,0,0,0,0,0,71,68,0,0,4,133,1,6,0
"5760",2024-06-23,2024,"Round 15","Optus Stadium","Corey Wagner","Fremantle","Gold Coast","Home",11092,2,2,13,13,86.7,0,0,1,0,78,11,4,15,1,0,0,1,0,4,1,2,2,1,0,49,60,0,1,3,406,4,1,0
"5761",2024-06-23,2024,"Round 15","Optus Stadium","Matt Johnson","Fremantle","Gold Coast","Home",11092,2,5,11,11,73.3,1,1,1,0,73,10,5,15,5,0,1,5,0,4,2,4,2,1,3,68,72,0,2,10,309,3,3,0
"5762",2024-06-23,2024,"Round 15","Optus Stadium","Sam Switkowski","Fremantle","Gold Coast","Home",11092,0,4,12,8,57.1,0,1,2,0,82,7,7,14,4,0,1,8,0,7,2,0,0,1,0,81,88,0,2,7,267,2,0,5
"5763",2024-06-23,2024,"Round 15","Optus Stadium","Nathan Fyfe","Fremantle","Gold Coast","Home",11092,0,5,9,10,76.9,0,0,1,0,75,7,6,13,3,0,1,2,0,3,2,4,2,0,4,39,43,0,2,7,180,3,1,1
"5764",2024-06-23,2024,"Round 15","Optus Stadium","Sam Sturt","Fremantle","Gold Coast","Home",11092,0,4,9,11,84.6,0,2,0,0,80,8,5,13,4,2,1,3,0,2,0,0,0,1,0,72,91,0,0,7,210,1,1,3
"5765",2024-06-23,2024,"Round 15","Optus Stadium","Jeremy Sharp","Fremantle","Gold Coast","Home",11092,0,4,9,12,92.3,0,0,0,5,90,8,5,13,1,0,0,1,0,3,2,1,1,1,1,39,53,0,2,6,232,2,2,0
"5766",2024-06-23,2024,"Round 15","Optus Stadium","Bailey Banfield","Fremantle","Gold Coast","Home",11092,0,2,10,7,58.3,0,1,0,0,79,8,4,12,5,0,2,3,0,1,0,3,1,0,0,61,42,0,0,6,274,4,0,2
"5767",2024-06-23,2024,"Round 15","Optus Stadium","Josh Treacy","Fremantle","Gold Coast","Home",11092,1,6,7,6,50,3,3,3,1,90,8,4,12,7,2,1,2,0,3,0,2,1,0,0,74,83,0,0,5,279,3,1,1
"5768",2024-06-23,2024,"Round 15","Optus Stadium","Michael Frederick","Fremantle","Gold Coast","Home",11092,0,4,7,8,72.7,0,2,1,0,71,7,4,11,6,1,1,0,0,2,0,1,0,0,0,54,54,0,0,5,190,2,2,0
"5769",2024-06-23,2024,"Round 15","Optus Stadium","Luke Jackson","Fremantle","Gold Coast","Home",11092,0,7,1,5,71.4,1,0,1,0,81,2,5,7,1,0,0,3,10,0,2,2,1,1,1,39,66,1,1,3,61,2,1,1
"5770",2024-06-23,2024,"Round 15","Optus Stadium","Jye Amiss","Fremantle","Gold Coast","Home",11092,0,2,4,3,50,0,1,0,0,89,5,1,6,4,0,2,0,0,2,0,2,0,0,1,28,22,0,0,4,171,0,0,0
"5771",2024-06-23,2024,"Round 15","Optus Stadium","Karl Worner  ↙","Fremantle","Gold Coast","Home",11092,0,2,4,5,100,0,0,0,0,22,3,2,5,2,0,0,0,0,0,0,0,1,1,0,20,19,0,0,0,72,2,2,0
"5772",2024-06-23,2024,"Round 15","Optus Stadium","Alex Pearce  ↗","Fremantle","Gold Coast","Home",11092,0,1,2,1,33.3,0,0,6,0,74,1,2,3,1,0,0,1,0,0,0,1,0,0,0,14,18,0,0,0,20,1,2,0
"5773",2024-06-23,2024,"Round 15","Optus Stadium","Hugh Davies","Fremantle","Gold Coast","Home",11092,0,1,0,1,100,0,0,6,0,86,0,1,1,0,0,0,1,0,0,0,2,0,0,2,0,21,0,0,0,-5,0,1,0
"5774",2024-06-23,2024,"Round 15","Optus Stadium","Touk Miller","Gold Coast","Fremantle","Away",11092,1,8,26,18,54.5,0,0,0,0,86,18,15,33,8,0,0,6,0,8,1,10,2,1,1,130,95,0,1,4,715,11,1,2
"5775",2024-06-23,2024,"Round 15","Optus Stadium","Sam Flanders","Gold Coast","Fremantle","Away",11092,0,11,19,28,84.8,0,0,1,0,82,15,18,33,7,0,0,3,0,0,4,2,4,0,1,111,117,2,2,5,339,3,6,0
"5776",2024-06-23,2024,"Round 15","Optus Stadium","Noah Anderson","Gold Coast","Fremantle","Away",11092,1,9,13,17,73.9,0,0,1,0,79,12,11,23,3,0,0,2,0,3,4,0,2,1,0,76,93,1,3,6,416,2,3,0
"5777",2024-06-23,2024,"Round 15","Optus Stadium","Matt Rowell","Gold Coast","Fremantle","Away",11092,1,15,8,14,60.9,0,0,0,1,86,9,14,23,2,0,0,7,0,2,10,5,2,2,2,85,82,5,5,7,277,4,0,0
"5778",2024-06-23,2024,"Round 15","Optus Stadium","Wil Powell","Gold Coast","Fremantle","Away",11092,2,4,18,21,95.5,2,0,1,0,85,14,8,22,12,0,0,5,0,3,0,1,5,0,1,111,117,0,0,6,523,1,6,0
"5779",2024-06-23,2024,"Round 15","Optus Stadium","Alex Sexton","Gold Coast","Fremantle","Away",11092,0,2,13,16,80,0,0,0,0,80,15,5,20,3,0,0,3,0,3,0,1,6,1,1,74,80,0,0,2,457,4,0,0
"5780",2024-06-23,2024,"Round 15","Optus Stadium","Sam Clohesy","Gold Coast","Fremantle","Away",11092,0,9,10,15,78.9,0,0,0,1,81,11,8,19,2,0,0,2,0,2,3,0,2,1,0,64,84,0,3,4,291,1,8,1
"5781",2024-06-23,2024,"Round 15","Optus Stadium","Samuel Collins","Gold Coast","Fremantle","Away",11092,0,6,10,14,87.5,1,0,3,0,91,8,8,16,7,0,0,0,0,2,0,1,3,0,0,61,75,0,0,2,202,3,8,0
"5782",2024-06-23,2024,"Round 15","Optus Stadium","Bodhi Uwland","Gold Coast","Fremantle","Away",11092,0,5,10,11,73.3,0,0,4,0,75,8,7,15,3,0,0,2,0,2,0,2,6,0,1,52,63,0,0,2,257,1,5,0
"5783",2024-06-23,2024,"Round 15","Optus Stadium","Jarrod Witts","Gold Coast","Fremantle","Away",11092,0,8,5,7,53.8,1,0,5,0,82,7,6,13,3,0,0,4,28,3,4,3,1,1,2,81,84,1,3,3,128,1,1,2
"5784",2024-06-23,2024,"Round 15","Optus Stadium","Thomas Berry","Gold Coast","Fremantle","Away",11092,0,5,8,8,61.5,0,0,3,0,73,7,6,13,1,0,0,3,0,1,0,1,1,2,0,50,52,0,0,2,104,3,1,1
"5785",2024-06-23,2024,"Round 15","Optus Stadium","Will Graham","Gold Coast","Fremantle","Away",11092,0,4,9,8,61.5,1,1,0,0,80,6,7,13,4,1,1,2,0,1,1,0,1,0,0,59,53,0,1,5,223,2,2,0
"5786",2024-06-23,2024,"Round 15","Optus Stadium","David Swallow","Gold Coast","Fremantle","Away",11092,0,6,7,8,66.7,0,1,3,0,79,7,5,12,4,2,0,6,0,4,0,1,0,0,1,76,85,0,0,4,123,2,1,0
"5787",2024-06-23,2024,"Round 15","Optus Stadium","Sam Day","Gold Coast","Fremantle","Away",11092,0,8,5,10,83.3,2,3,1,0,85,3,9,12,7,3,0,2,0,0,0,1,0,0,0,74,80,0,0,5,36,1,1,2
"5788",2024-06-23,2024,"Round 15","Optus Stadium","Jack Lukosius","Gold Coast","Fremantle","Away",11092,1,3,9,9,81.8,0,2,1,0,93,7,4,11,5,2,1,1,0,2,0,0,0,2,0,63,73,0,0,6,256,0,1,1
"5789",2024-06-23,2024,"Round 15","Optus Stadium","Mac Andrew","Gold Coast","Fremantle","Away",11092,0,5,6,10,90.9,1,0,6,0,90,8,3,11,6,0,0,4,6,2,1,2,1,2,2,66,74,0,1,2,190,0,3,1
"5790",2024-06-23,2024,"Round 15","Optus Stadium","Charlie Ballard","Gold Coast","Fremantle","Away",11092,0,6,5,7,70,3,0,3,0,84,7,3,10,6,0,0,3,0,1,0,2,3,1,0,58,69,0,0,2,109,3,7,0
"5791",2024-06-23,2024,"Round 15","Optus Stadium","Ben Ainsworth","Gold Coast","Fremantle","Away",11092,0,1,7,8,88.9,1,1,0,0,74,6,3,9,1,0,1,2,0,1,0,1,0,0,1,33,35,0,0,2,169,2,0,1
"5792",2024-06-23,2024,"Round 15","Optus Stadium","Ben Long","Gold Coast","Fremantle","Away",11092,0,6,3,4,44.4,2,2,0,0,79,7,2,9,4,1,1,3,0,3,1,3,0,0,1,53,38,0,1,2,157,3,0,3
"5793",2024-06-23,2024,"Round 15","Optus Stadium","Joel Jeffrey","Gold Coast","Fremantle","Away",11092,0,1,8,9,100,0,0,2,0,75,8,1,9,5,0,0,1,0,1,0,1,2,0,1,42,48,0,0,1,181,2,2,0
"5794",2024-06-23,2024,"Round 15","Optus Stadium","Brandon Ellis  ↙","Gold Coast","Fremantle","Away",11092,0,1,6,5,71.4,0,0,0,0,28,4,3,7,1,1,0,0,0,0,0,0,0,0,0,27,25,0,0,3,119,1,1,0
"5795",2024-06-23,2024,"Round 15","Optus Stadium","Jake Rogers","Gold Coast","Fremantle","Away",11092,1,3,3,5,83.3,0,0,0,0,81,3,3,6,1,0,0,5,0,2,1,2,0,0,1,35,37,0,1,2,69,2,1,1
"5796",2024-06-23,2024,"Round 15","Optus Stadium","Bailey Humphrey  ↗","Gold Coast","Fremantle","Away",11092,0,4,0,2,50,1,0,0,0,50,3,1,4,1,0,0,4,0,0,2,1,1,1,0,31,29,0,2,0,105,2,0,2
"5797",2024-06-28,2024,"Round 16","Gabba","Josh Dunkley","Brisbane","Melbourne","Home",11093,1,14,18,20,62.5,1,1,1,0,89,17,15,32,12,0,1,10,0,6,7,2,1,3,1,158,143,1,6,10,434,4,4,1
"5798",2024-06-28,2024,"Round 16","Gabba","Lachie Neale","Brisbane","Melbourne","Home",11093,0,12,16,22,75.9,1,0,0,0,85,14,15,29,9,0,0,0,0,3,6,0,2,1,0,100,114,2,4,7,232,0,1,0
"5799",2024-06-28,2024,"Round 16","Gabba","Dayne Zorko","Brisbane","Melbourne","Home",11093,0,4,17,22,78.6,0,0,1,0,81,21,7,28,9,0,0,4,0,1,0,3,6,1,1,118,115,0,0,6,552,1,7,0
"5800",2024-06-28,2024,"Round 16","Gabba","Hugh McCluggage","Brisbane","Melbourne","Home",11093,0,12,16,15,53.6,0,0,2,0,88,14,14,28,4,1,0,2,0,6,3,4,2,1,0,97,100,2,1,7,478,4,4,1
"5801",2024-06-28,2024,"Round 16","Gabba","Jarrod Berry","Brisbane","Melbourne","Home",11093,0,6,14,13,65,1,0,1,0,81,7,13,20,4,1,0,4,0,2,2,1,1,0,0,81,96,0,2,4,172,3,2,0
"5802",2024-06-28,2024,"Round 16","Gabba","Ryan Lester","Brisbane","Melbourne","Home",11093,1,6,12,16,84.2,1,0,3,0,88,13,6,19,7,0,0,2,0,1,0,1,2,2,0,82,97,0,0,8,275,1,12,0
"5803",2024-06-28,2024,"Round 16","Gabba","Brandon Starcevich","Brisbane","Melbourne","Home",11093,1,5,11,14,73.7,0,0,4,0,89,15,4,19,6,0,0,4,0,4,0,2,4,0,0,87,90,0,0,5,523,4,8,0
"5804",2024-06-28,2024,"Round 16","Gabba","Conor McKenna","Brisbane","Melbourne","Home",11093,1,6,7,9,50,1,0,4,0,83,16,2,18,4,0,0,0,0,2,0,3,4,0,0,64,67,0,0,5,500,5,7,0
"5805",2024-06-28,2024,"Round 16","Gabba","Darcy Wilmot","Brisbane","Melbourne","Home",11093,0,5,12,17,94.4,0,0,3,0,76,9,9,18,4,0,0,0,0,1,2,1,2,1,0,58,73,0,2,5,129,2,2,0
"5806",2024-06-28,2024,"Round 16","Gabba","Will Ashcroft","Brisbane","Melbourne","Home",11093,0,6,12,13,72.2,0,0,1,0,76,12,6,18,5,0,2,5,0,4,2,2,1,0,0,85,79,0,2,7,280,3,1,0
"5807",2024-06-28,2024,"Round 16","Gabba","Bruce Reville","Brisbane","Melbourne","Home",11093,0,7,12,15,83.3,0,0,0,0,72,12,6,18,5,0,0,4,0,1,2,2,3,1,1,77,95,0,2,8,259,4,3,0
"5808",2024-06-28,2024,"Round 16","Gabba","Joe Daniher","Brisbane","Melbourne","Home",11093,0,4,9,8,53.3,1,3,1,1,96,12,3,15,8,2,1,1,1,4,1,3,0,0,0,84,68,0,1,4,362,5,3,0
"5809",2024-06-28,2024,"Round 16","Gabba","Eric Hipwood","Brisbane","Melbourne","Home",11093,2,5,9,8,53.3,0,1,2,0,85,12,3,15,4,1,1,1,1,7,0,2,0,2,2,62,67,0,0,11,425,3,2,0
"5810",2024-06-28,2024,"Round 16","Gabba","Darragh Joyce","Brisbane","Melbourne","Home",11093,0,3,11,9,60,1,0,3,0,87,10,5,15,5,0,0,0,0,2,0,2,2,0,0,55,50,0,0,1,245,4,3,0
"5811",2024-06-28,2024,"Round 16","Gabba","Callum Ah Chee","Brisbane","Melbourne","Home",11093,0,3,10,8,66.7,0,3,2,0,80,10,2,12,5,1,3,1,0,1,2,2,0,1,1,60,57,1,1,5,249,4,0,0
"5812",2024-06-28,2024,"Round 16","Gabba","Harris Andrews","Brisbane","Melbourne","Home",11093,0,5,6,10,90.9,3,0,10,0,96,7,4,11,6,0,0,0,0,0,0,1,4,1,1,45,75,0,0,3,134,0,7,0
"5813",2024-06-28,2024,"Round 16","Gabba","Zac Bailey","Brisbane","Melbourne","Home",11093,0,3,5,4,40,0,1,0,0,66,7,3,10,1,0,1,3,0,1,1,4,0,0,1,40,26,0,1,3,211,5,2,1
"5814",2024-06-28,2024,"Round 16","Gabba","Kai Lohmann","Brisbane","Melbourne","Home",11093,0,6,4,8,80,0,1,1,1,72,5,5,10,3,1,1,5,0,2,1,0,0,1,0,62,90,1,0,5,125,0,1,2
"5815",2024-06-28,2024,"Round 16","Gabba","Charlie Cameron","Brisbane","Melbourne","Home",11093,0,7,6,4,44.4,0,1,2,1,82,7,2,9,4,2,0,0,0,2,1,4,3,0,1,46,58,0,1,4,242,3,1,0
"5816",2024-06-28,2024,"Round 16","Gabba","Oscar McInerney","Brisbane","Melbourne","Home",11093,0,7,2,3,37.5,2,1,5,0,81,5,3,8,2,0,2,4,32,0,3,1,0,0,1,74,65,0,3,4,121,1,0,0
"5817",2024-06-28,2024,"Round 16","Gabba","Cameron Rayner","Brisbane","Melbourne","Home",11093,0,3,4,7,87.5,1,1,2,0,73,6,2,8,3,2,0,3,0,2,1,1,0,0,0,55,59,0,1,6,143,1,1,2
"5818",2024-06-28,2024,"Round 16","Gabba","Jaspa Fletcher  ↙","Brisbane","Melbourne","Home",11093,0,1,7,4,57.1,0,1,0,0,30,6,1,7,4,0,2,0,0,0,0,0,2,0,0,34,32,0,0,4,138,2,1,0
"5819",2024-06-28,2024,"Round 16","Gabba","Logan Morris  ↗","Brisbane","Melbourne","Home",11093,0,0,1,1,100,0,0,0,0,43,1,0,1,1,0,0,0,0,1,0,0,0,0,0,6,4,0,0,0,47,0,0,0
"5820",2024-06-28,2024,"Round 16","Gabba","Clayton Oliver","Melbourne","Brisbane","Away",11093,1,12,18,18,62.1,0,0,0,0,81,11,18,29,3,1,1,6,0,3,5,7,2,0,0,109,101,2,3,7,423,5,3,1
"5821",2024-06-28,2024,"Round 16","Gabba","Jack Viney","Melbourne","Brisbane","Away",11093,2,19,10,10,38.5,0,0,4,0,77,18,8,26,1,0,0,8,0,7,9,5,3,2,1,104,120,5,4,10,518,9,5,1
"5822",2024-06-28,2024,"Round 16","Gabba","Trent Rivers","Melbourne","Brisbane","Away",11093,0,9,16,15,68.2,0,0,3,0,66,11,11,22,4,0,0,1,0,6,4,8,2,0,3,62,58,3,1,6,448,7,1,0
"5823",2024-06-28,2024,"Round 16","Gabba","Tom McDonald","Melbourne","Brisbane","Away",11093,0,6,10,12,66.7,0,0,15,0,96,9,9,18,4,0,0,3,0,1,1,4,4,1,1,67,93,1,0,2,293,5,6,0
"5824",2024-06-28,2024,"Round 16","Gabba","Steven May","Melbourne","Brisbane","Away",11093,0,1,4,14,77.8,0,0,4,0,96,17,1,18,2,0,0,1,0,1,0,3,7,1,1,61,66,0,0,1,545,5,1,0
"5825",2024-06-28,2024,"Round 16","Gabba","Alex N-Bullen","Melbourne","Brisbane","Away",11093,0,8,12,13,72.2,0,0,1,0,84,8,10,18,3,0,1,5,0,2,1,3,2,0,2,68,81,1,0,6,267,4,6,0
"5826",2024-06-28,2024,"Round 16","Gabba","Ed Langdon","Melbourne","Brisbane","Away",11093,0,6,11,13,76.5,0,1,1,0,100,8,9,17,4,0,2,3,0,0,3,0,2,0,0,68,71,0,3,4,144,0,1,0
"5827",2024-06-28,2024,"Round 16","Gabba","Judd McVee","Melbourne","Brisbane","Away",11093,1,7,6,12,70.6,0,0,5,2,88,10,7,17,0,0,0,1,0,1,2,3,7,0,0,48,69,0,2,3,326,4,3,0
"5828",2024-06-28,2024,"Round 16","Gabba","Andy M-Wakefield","Melbourne","Brisbane","Away",11093,0,9,6,11,68.8,0,0,1,0,79,8,8,16,2,0,0,3,0,2,2,3,2,2,1,57,59,0,2,2,299,5,6,0
"5829",2024-06-28,2024,"Round 16","Gabba","Caleb Windsor","Melbourne","Brisbane","Away",11093,0,6,10,8,50,0,0,1,0,79,11,5,16,1,0,1,2,0,5,4,2,0,0,1,52,50,0,4,5,398,2,3,1
"5830",2024-06-28,2024,"Round 16","Gabba","Koltyn Tholstrup","Melbourne","Brisbane","Away",11093,0,9,6,8,50,0,0,2,0,66,8,8,16,0,0,1,2,0,4,1,3,0,1,0,50,58,0,1,7,205,5,0,1
"5831",2024-06-28,2024,"Round 16","Gabba","Harrison Petty  ↗","Melbourne","Brisbane","Away",11093,0,8,6,9,60,5,2,1,0,74,9,6,15,8,0,4,4,0,3,0,1,0,0,0,83,68,0,0,5,273,1,4,2
"5832",2024-06-28,2024,"Round 16","Gabba","Tom Sparrow","Melbourne","Brisbane","Away",11093,1,7,10,10,66.7,0,0,2,0,74,9,6,15,1,0,0,3,0,3,3,2,2,0,0,54,66,2,1,3,313,3,3,0
"5833",2024-06-28,2024,"Round 16","Gabba","Jacob Van Rooyen","Melbourne","Brisbane","Away",11093,0,7,7,9,64.3,3,3,3,0,82,9,5,14,8,2,0,3,7,1,2,3,0,0,0,92,81,0,2,7,192,3,2,0
"5834",2024-06-28,2024,"Round 16","Gabba","Kysaiah Pickett","Melbourne","Brisbane","Away",11093,0,7,5,9,75,1,3,0,0,87,11,1,12,4,5,2,6,0,5,1,1,0,1,0,104,122,0,1,11,360,1,0,3
"5835",2024-06-28,2024,"Round 16","Gabba","Bayley Fritsch","Melbourne","Brisbane","Away",11093,0,5,6,7,63.6,0,0,1,0,88,9,2,11,2,1,3,3,0,1,0,2,0,0,2,52,64,0,0,8,276,2,1,1
"5836",2024-06-28,2024,"Round 16","Gabba","Taj Woewodin","Melbourne","Brisbane","Away",11093,0,3,8,7,63.6,0,0,2,0,67,6,5,11,2,0,0,3,0,2,0,1,1,1,0,47,43,0,0,1,157,2,2,1
"5837",2024-06-28,2024,"Round 16","Gabba","Jake Lever","Melbourne","Brisbane","Away",11093,0,6,6,9,90,1,0,8,0,87,2,8,10,1,0,0,0,0,0,0,2,2,1,2,20,55,0,0,4,91,2,7,0
