"","Date","Season","Round","Venue","Player","Team","Opposition","Status","Match_id","GA","CP","UP","ED","DE","CM","MI5","One.Percenters","BO","TOG","K","HB","D","M","G","B","T","HO","I50","CL","CG","R50","FF","FA","AF","SC","CCL","SCL","SI","MG","TO","ITC","T5"
"770",2024-03-23,2024,"Round 2","MCG","Trent Rivers","Melbourne","Hawthorn","Away",10983,0,8,11,12,70.6,1,0,3,0,86,12,5,17,8,0,0,5,0,0,1,2,5,0,0,90,88,0,1,3,159,2,7,0
"771",2024-03-23,2024,"Round 2","MCG","Blake Howes","Melbourne","Hawthorn","Away",10983,0,6,10,10,62.5,0,0,2,0,76,10,6,16,6,0,0,4,0,1,0,3,5,2,0,78,68,0,0,0,230,3,6,0
"772",2024-03-23,2024,"Round 2","MCG","Caleb Windsor","Melbourne","Hawthorn","Away",10983,0,1,14,11,68.8,0,0,0,0,82,10,6,16,6,0,0,0,0,4,1,1,1,0,0,60,40,0,1,1,357,6,0,0
"773",2024-03-23,2024,"Round 2","MCG","Bayley Fritsch","Melbourne","Hawthorn","Away",10983,0,5,7,10,76.9,3,4,2,0,94,8,5,13,4,5,1,2,0,1,0,3,0,1,0,86,90,0,0,7,190,2,1,0
"774",2024-03-23,2024,"Round 2","MCG","Kysaiah Pickett","Melbourne","Hawthorn","Away",10983,0,4,9,10,76.9,2,3,0,0,88,10,3,13,7,3,1,2,0,2,1,2,0,0,2,78,97,1,0,6,290,0,2,0
"775",2024-03-23,2024,"Round 2","MCG","Harrison Petty","Melbourne","Hawthorn","Away",10983,0,4,8,10,83.3,2,1,1,0,79,10,2,12,9,0,1,1,0,0,0,2,2,1,2,61,50,0,0,4,142,1,3,0
"776",2024-03-23,2024,"Round 2","MCG","Kade Chandler","Melbourne","Hawthorn","Away",10983,0,4,8,8,72.7,0,2,1,0,80,6,5,11,4,2,0,4,0,5,1,3,0,0,3,59,80,0,1,5,255,5,1,1
"777",2024-03-23,2024,"Round 2","MCG","Tom McDonald","Melbourne","Hawthorn","Away",10983,0,1,9,7,70,0,0,4,0,100,8,2,10,6,0,0,2,0,2,0,3,4,0,1,51,37,0,0,2,241,3,1,0
"778",2024-03-23,2024,"Round 2","MCG","Jacob Van Rooyen","Melbourne","Hawthorn","Away",10983,1,7,5,8,80,1,2,1,0,75,7,3,10,3,1,1,5,5,2,3,1,0,3,1,68,92,2,1,5,238,2,1,0
"779",2024-03-23,2024,"Round 2","MCG","Ben Brown","Melbourne","Hawthorn","Away",10983,1,4,3,5,71.4,1,0,2,0,96,5,2,7,3,0,1,0,0,2,0,0,0,1,0,30,37,0,0,2,57,0,0,0
"780",2024-03-23,2024,"Round 2","MCG","Marty Hore  ↙","Melbourne","Hawthorn","Away",10983,0,0,7,5,71.4,0,0,0,0,42,6,1,7,4,0,0,1,0,1,0,4,1,0,1,33,12,0,0,1,21,1,3,0
"781",2024-03-23,2024,"Round 2","MCG","Steven May  ↗","Melbourne","Hawthorn","Away",10983,0,0,4,3,75,0,0,0,0,45,3,1,4,2,0,0,2,0,0,0,2,1,0,1,22,12,0,0,0,89,0,0,0
"782",2024-03-23,2024,"Round 2","MCG","Jake Lever","Melbourne","Hawthorn","Away",10983,0,3,2,3,75,0,0,6,0,50,2,2,4,2,0,0,4,0,1,1,0,1,0,0,32,52,0,1,1,110,1,1,0
"783",2024-03-23,2024,"Round 2","SCG","Isaac Heeney","Sydney","Essendon","Home",10984,0,14,17,25,78.1,0,1,2,0,84,14,18,32,6,1,1,4,0,4,8,4,2,1,1,117,128,6,2,13,482,7,5,0
"784",2024-03-23,2024,"Round 2","SCG","Chad Warner","Sydney","Essendon","Home",10984,1,9,20,21,75,0,0,0,3,82,15,13,28,6,2,1,2,0,4,3,4,2,1,1,108,102,2,1,14,519,4,3,0
"785",2024-03-23,2024,"Round 2","SCG","Tom Papley","Sydney","Essendon","Home",10984,1,11,14,18,75,0,4,3,1,88,15,9,24,10,4,1,2,0,5,1,2,0,2,0,128,155,0,1,13,419,4,5,0
"786",2024-03-23,2024,"Round 2","SCG","Errol Gulden","Sydney","Essendon","Home",10984,4,9,15,19,79.2,0,2,4,0,89,19,5,24,9,2,0,5,0,6,6,6,6,0,3,117,149,1,5,11,481,2,1,0
"787",2024-03-23,2024,"Round 2","SCG","Jake Lloyd","Sydney","Essendon","Home",10984,1,7,10,16,72.7,0,1,3,0,86,13,9,22,3,0,1,1,0,2,1,3,3,0,2,65,81,0,1,8,405,4,6,0
"788",2024-03-23,2024,"Round 2","SCG","Justin McInerney","Sydney","Essendon","Home",10984,2,6,15,18,81.8,0,0,0,0,93,13,9,22,5,0,0,0,0,4,2,3,0,3,1,72,82,0,2,11,273,3,3,0
"789",2024-03-23,2024,"Round 2","SCG","Oliver Florent","Sydney","Essendon","Home",10984,0,6,12,14,70,0,0,5,1,91,13,7,20,4,0,1,4,0,1,2,4,3,0,0,82,87,1,1,7,302,5,5,0
"790",2024-03-23,2024,"Round 2","SCG","Brodie Grundy","Sydney","Essendon","Home",10984,2,10,7,11,57.9,0,0,4,0,75,11,8,19,2,0,0,3,30,3,6,6,0,2,3,90,99,4,2,10,211,3,3,1
"791",2024-03-23,2024,"Round 2","SCG","Matthew Roberts","Sydney","Essendon","Home",10984,1,4,15,15,78.9,0,0,4,0,82,13,6,19,8,0,0,3,0,4,0,1,3,1,1,85,94,0,0,6,309,3,8,0
"792",2024-03-23,2024,"Round 2","SCG","Nick Blakey","Sydney","Essendon","Home",10984,0,3,13,15,83.3,0,1,7,0,84,13,5,18,4,1,1,1,0,2,0,3,2,0,1,69,86,0,0,6,409,3,4,0
"793",2024-03-23,2024,"Round 2","SCG","James Jordon","Sydney","Essendon","Home",10984,1,9,10,12,66.7,0,1,0,0,80,9,9,18,3,1,0,4,0,2,1,1,1,0,0,76,88,0,1,6,205,1,3,1
"794",2024-03-23,2024,"Round 2","SCG","Hayden McLean","Sydney","Essendon","Home",10984,0,4,10,11,73.3,0,4,2,0,71,9,6,15,7,2,2,2,5,2,2,5,1,0,2,81,80,1,1,9,219,2,0,0
"795",2024-03-23,2024,"Round 2","SCG","Braeden Campbell","Sydney","Essendon","Home",10984,0,8,6,9,64.3,0,0,0,1,73,9,5,14,1,0,1,4,0,2,0,2,2,1,0,58,74,0,0,5,262,4,4,2
"796",2024-03-23,2024,"Round 2","SCG","Tom McCartin","Sydney","Essendon","Home",10984,0,7,5,7,63.6,1,0,7,0,91,8,3,11,4,0,0,0,0,1,0,3,5,2,1,41,67,0,0,3,205,2,8,0
"797",2024-03-23,2024,"Round 2","SCG","Sam Wicks","Sydney","Essendon","Home",10984,1,7,5,9,81.8,0,0,2,0,81,4,7,11,2,0,0,3,0,3,0,1,0,1,0,45,63,0,0,7,77,0,3,2
"798",2024-03-23,2024,"Round 2","SCG","Corey Warner  ↙","Sydney","Essendon","Home",10984,0,5,7,4,36.4,0,0,1,0,64,6,5,11,1,0,3,0,0,4,1,1,0,0,0,34,40,0,1,6,182,2,2,0
"799",2024-03-23,2024,"Round 2","SCG","James Rowbottom","Sydney","Essendon","Home",10984,0,4,5,7,70,0,0,0,0,85,7,3,10,1,0,0,9,0,3,0,4,2,2,2,62,51,0,0,3,187,3,2,1
"800",2024-03-23,2024,"Round 2","SCG","Dane Rampe","Sydney","Essendon","Home",10984,0,0,8,6,66.7,0,0,5,0,89,7,2,9,4,0,0,2,0,0,0,3,6,0,0,45,35,0,0,2,224,4,1,0
"801",2024-03-23,2024,"Round 2","SCG","Lewis Melican","Sydney","Essendon","Home",10984,0,3,5,7,77.8,1,0,6,0,77,5,4,9,4,0,0,0,0,0,0,1,2,0,0,35,50,0,0,1,124,1,3,0
"802",2024-03-23,2024,"Round 2","SCG","Will Hayward","Sydney","Essendon","Home",10984,0,2,7,6,66.7,0,3,0,0,80,7,2,9,4,3,1,5,0,1,0,1,1,1,0,77,73,0,0,6,194,1,0,3
"803",2024-03-23,2024,"Round 2","SCG","Logan McDonald","Sydney","Essendon","Home",10984,1,2,4,6,85.7,2,2,0,0,83,7,0,7,4,1,1,1,0,4,0,0,0,0,0,44,53,0,0,4,233,2,0,1
"804",2024-03-23,2024,"Round 2","SCG","Joel Amartey","Sydney","Essendon","Home",10984,1,3,2,5,100,1,0,1,0,67,4,1,5,2,2,0,1,0,2,0,2,0,1,1,34,52,0,0,4,117,2,0,0
"805",2024-03-23,2024,"Round 2","SCG","Harry Cunningham  ↗","Sydney","Essendon","Home",10984,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"806",2024-03-23,2024,"Round 2","SCG","Zachary Merrett","Essendon","Sydney","Away",10984,2,13,19,26,81.2,0,0,0,2,86,16,16,32,2,2,0,6,0,5,5,5,2,3,1,122,132,2,3,10,418,4,3,1
"807",2024-03-23,2024,"Round 2","SCG","Nicholas Martin","Essendon","Sydney","Away",10984,0,5,18,24,77.4,0,0,1,1,96,20,11,31,4,0,0,2,0,3,2,5,6,1,0,103,93,0,2,4,507,7,7,0
"808",2024-03-23,2024,"Round 2","SCG","Will Setterfield","Essendon","Sydney","Away",10984,1,17,13,19,65.5,0,0,1,0,86,12,17,29,5,0,0,7,0,7,8,2,3,2,0,115,126,3,5,7,318,4,4,0
"809",2024-03-23,2024,"Round 2","SCG","Andrew McGrath","Essendon","Sydney","Away",10984,0,6,14,20,80,0,0,3,0,85,19,6,25,3,0,0,1,0,2,2,2,9,1,1,80,95,0,2,2,582,4,4,0
"810",2024-03-23,2024,"Round 2","SCG","Jade Gresham","Essendon","Sydney","Away",10984,3,11,12,17,73.9,0,2,0,0,89,12,11,23,4,3,1,2,0,6,1,2,0,1,1,95,121,0,1,11,238,4,5,0
"811",2024-03-23,2024,"Round 2","SCG","Dyson Heppell","Essendon","Sydney","Away",10984,0,5,15,18,85.7,0,0,3,1,87,13,8,21,8,0,0,0,0,1,0,3,5,0,0,79,86,0,0,2,330,1,7,0
"812",2024-03-23,2024,"Round 2","SCG","Archie Perkins","Essendon","Sydney","Away",10984,2,8,13,15,71.4,0,0,0,0,79,9,12,21,1,0,0,3,0,3,7,3,2,2,1,65,73,5,2,4,243,4,0,2
"813",2024-03-23,2024,"Round 2","SCG","Sam Durham","Essendon","Sydney","Away",10984,0,8,10,14,77.8,0,0,1,0,85,9,9,18,4,0,0,6,0,3,1,3,1,1,2,76,84,0,1,4,357,5,3,2
"814",2024-03-23,2024,"Round 2","SCG","Jye Caldwell","Essendon","Sydney","Away",10984,0,8,8,11,68.8,1,0,1,0,69,7,9,16,3,0,0,4,0,3,2,2,0,0,0,64,72,1,1,6,233,1,2,0
"815",2024-03-23,2024,"Round 2","SCG","Ben Hobbs","Essendon","Sydney","Away",10984,0,6,10,10,62.5,0,0,0,0,70,7,9,16,3,0,1,0,0,4,3,3,1,1,1,47,43,1,2,4,209,2,1,0
"816",2024-03-23,2024,"Round 2","SCG","Xavier Duursma","Essendon","Sydney","Away",10984,1,4,10,11,73.3,0,0,2,0,73,7,8,15,1,0,0,3,0,4,0,2,1,0,0,52,60,0,0,3,169,3,5,0
"817",2024-03-23,2024,"Round 2","SCG","Jake Stringer","Essendon","Sydney","Away",10984,1,2,12,7,50,0,2,2,0,80,11,3,14,7,3,1,0,0,3,1,6,1,0,1,76,52,0,1,9,372,6,1,0
"818",2024-03-23,2024,"Round 2","SCG","Kyle Langford","Essendon","Sydney","Away",10984,1,2,12,10,71.4,1,2,0,0,92,11,3,14,7,2,1,2,0,2,0,1,0,0,1,78,77,0,0,8,304,0,0,2
"819",2024-03-23,2024,"Round 2","SCG","Elijah Tsatas","Essendon","Sydney","Away",10984,1,6,9,8,57.1,0,0,2,0,85,9,5,14,3,0,1,1,0,1,1,4,3,0,0,51,46,0,1,5,219,5,3,0
"820",2024-03-23,2024,"Round 2","SCG","Jayden Laverde","Essendon","Sydney","Away",10984,0,3,9,11,91.7,1,0,5,0,95,4,8,12,4,0,0,1,0,0,0,3,2,0,1,41,55,0,0,2,87,1,4,0
"821",2024-03-23,2024,"Round 2","SCG","Sam Draper  ↗","Essendon","Sydney","Away",10984,0,9,3,7,58.3,1,1,0,0,59,9,3,12,2,1,1,1,10,5,6,3,1,2,2,56,55,3,3,6,331,2,1,0
"822",2024-03-23,2024,"Round 2","SCG","Nikolas Cox","Essendon","Sydney","Away",10984,0,6,7,6,50,0,0,2,0,76,6,6,12,1,1,1,0,0,1,0,4,1,1,1,38,44,0,0,5,120,4,5,0
"823",2024-03-23,2024,"Round 2","SCG","Nick Hind","Essendon","Sydney","Away",10984,0,1,7,6,60,0,0,4,0,88,7,3,10,1,0,0,3,0,1,0,3,0,0,2,36,33,0,0,1,103,3,2,0
"824",2024-03-23,2024,"Round 2","SCG","Peter Wright","Essendon","Sydney","Away",10984,0,3,6,9,100,1,1,2,0,82,4,5,9,4,2,0,2,2,2,0,1,0,0,1,53,62,0,0,4,122,1,1,1
"825",2024-03-23,2024,"Round 2","SCG","Ben McKay","Essendon","Sydney","Away",10984,0,4,5,8,88.9,0,0,3,0,100,1,8,9,1,0,0,0,0,0,0,3,1,0,1,19,31,0,0,2,10,1,5,0
"826",2024-03-23,2024,"Round 2","SCG","Todd Goldstein","Essendon","Sydney","Away",10984,0,4,3,5,71.4,1,1,1,0,67,3,4,7,2,1,0,0,19,0,3,2,0,2,1,47,48,1,2,1,108,4,0,0
"827",2024-03-23,2024,"Round 2","SCG","Jye Menzie","Essendon","Sydney","Away",10984,0,2,4,1,16.7,0,0,0,0,54,3,3,6,1,0,1,3,0,0,1,1,0,2,0,33,21,0,1,1,37,1,0,2
"828",2024-03-23,2024,"Round 2","SCG","Alwyn Davey  ↙","Essendon","Sydney","Away",10984,0,0,1,0,0,0,0,0,0,18,1,0,1,0,0,0,1,0,0,0,1,1,0,0,7,4,0,0,0,27,1,0,0
"829",2024-03-24,2024,"Round 2","Mars Stadium","Marcus Bontempelli","Western Bulldogs","Gold Coast","Home",10985,2,19,18,22,68.8,0,1,4,0,83,16,16,32,3,2,0,3,0,5,11,8,2,0,3,104,136,4,7,7,567,7,1,0
"830",2024-03-24,2024,"Round 2","Mars Stadium","Adam Treloar","Western Bulldogs","Gold Coast","Home",10985,1,8,17,21,77.8,1,0,0,0,83,13,14,27,1,0,0,8,0,7,2,7,2,0,3,93,100,2,0,3,391,9,2,3
"831",2024-03-24,2024,"Round 2","Mars Stadium","Jason Johannisen","Western Bulldogs","Gold Coast","Home",10985,2,4,19,18,72,0,0,1,2,83,20,5,25,6,0,0,1,0,5,1,2,6,1,0,93,98,0,1,3,375,2,4,0
"832",2024-03-24,2024,"Round 2","Mars Stadium","Bailey Dale","Western Bulldogs","Gold Coast","Home",10985,1,8,13,20,87,1,0,3,0,82,13,10,23,9,0,0,4,0,1,1,3,4,0,0,102,103,0,1,1,355,3,6,0
"833",2024-03-24,2024,"Round 2","Mars Stadium","Ryley Sanders","Western Bulldogs","Gold Coast","Home",10985,1,10,13,19,86.4,0,0,1,0,76,10,12,22,1,0,1,5,0,2,6,2,2,0,0,78,99,2,4,4,308,3,1,2
"834",2024-03-24,2024,"Round 2","Mars Stadium","Thomas Liberatore","Western Bulldogs","Gold Coast","Home",10985,0,9,10,16,80,0,0,0,0,85,10,10,20,3,1,0,9,0,3,7,4,2,3,4,92,115,3,4,5,214,2,4,2
"835",2024-03-24,2024,"Round 2","Mars Stadium","Lachlan Bramble","Western Bulldogs","Gold Coast","Home",10985,0,4,15,17,85,0,0,2,0,81,13,7,20,7,0,0,0,0,1,0,0,5,0,0,74,84,0,0,2,209,4,4,0
"836",2024-03-24,2024,"Round 2","Mars Stadium","Ed Richards","Western Bulldogs","Gold Coast","Home",10985,0,6,14,16,84.2,2,0,2,2,61,11,8,19,7,0,0,2,0,1,0,5,5,2,2,74,91,0,0,2,450,2,9,0
"837",2024-03-24,2024,"Round 2","Mars Stadium","Oskar Baker  ↙","Western Bulldogs","Gold Coast","Home",10985,0,5,14,16,84.2,0,2,2,4,78,11,8,19,9,3,0,0,0,2,1,3,2,1,1,92,88,0,1,6,415,3,3,0
"838",2024-03-24,2024,"Round 2","Mars Stadium","Caleb Daniel","Western Bulldogs","Gold Coast","Home",10985,0,7,11,13,72.2,0,0,1,1,88,11,7,18,4,0,0,1,0,2,2,0,1,0,0,63,70,0,2,1,190,3,3,0
"839",2024-03-24,2024,"Round 2","Mars Stadium","Bailey Williams","Western Bulldogs","Gold Coast","Home",10985,1,4,12,14,82.4,0,1,3,0,88,10,7,17,7,0,0,2,0,0,0,2,4,2,0,75,63,0,0,3,189,2,5,0
"840",2024-03-24,2024,"Round 2","Mars Stadium","Aaron Naughton","Western Bulldogs","Gold Coast","Home",10985,0,9,10,10,62.5,0,2,3,0,86,5,11,16,3,2,1,1,0,2,0,4,0,0,3,54,85,0,0,9,111,3,0,1
"841",2024-03-24,2024,"Round 2","Mars Stadium","Timothy English","Western Bulldogs","Gold Coast","Home",10985,1,8,7,10,66.7,1,0,2,0,82,9,6,15,6,0,0,8,25,6,3,2,2,1,1,112,138,3,0,6,291,2,5,2
"842",2024-03-24,2024,"Round 2","Mars Stadium","Sam Darcy","Western Bulldogs","Gold Coast","Home",10985,0,8,7,14,93.3,2,2,4,0,74,8,7,15,6,2,0,4,12,3,3,4,1,1,3,88,109,0,3,6,262,5,3,2
"843",2024-03-24,2024,"Round 2","Mars Stadium","Cody Weightman","Western Bulldogs","Gold Coast","Home",10985,0,7,6,10,71.4,1,2,2,0,81,9,5,14,3,6,0,4,0,1,1,0,0,2,0,100,135,0,1,6,215,1,1,2
"844",2024-03-24,2024,"Round 2","Mars Stadium","Liam Jones","Western Bulldogs","Gold Coast","Home",10985,0,6,7,10,76.9,4,0,8,0,100,7,6,13,9,0,0,0,0,0,0,3,2,0,1,57,66,0,0,1,151,4,8,0
"845",2024-03-24,2024,"Round 2","Mars Stadium","Jamarra U-Hagan","Western Bulldogs","Gold Coast","Home",10985,0,5,8,7,53.8,2,2,0,0,76,10,3,13,6,1,1,1,0,4,1,5,0,0,3,56,39,0,1,4,317,4,0,0
"846",2024-03-24,2024,"Round 2","Mars Stadium","Rhylee West","Western Bulldogs","Gold Coast","Home",10985,0,6,8,9,75,0,0,0,0,87,8,4,12,3,0,0,3,0,4,2,3,0,3,1,53,40,1,1,2,237,1,2,1
"847",2024-03-24,2024,"Round 2","Mars Stadium","Laitham Vandermeer","Western Bulldogs","Gold Coast","Home",10985,0,2,11,8,66.7,0,1,0,0,76,8,4,12,5,0,0,4,0,2,1,4,0,1,2,58,42,0,1,3,224,3,0,3
"848",2024-03-24,2024,"Round 2","Mars Stadium","Harvey Gallagher","Western Bulldogs","Gold Coast","Home",10985,1,0,11,8,72.7,0,0,0,1,75,8,3,11,5,0,1,3,0,2,0,4,0,1,1,56,39,0,0,4,183,3,0,0
"849",2024-03-24,2024,"Round 2","Mars Stadium","Buku Khamis","Western Bulldogs","Gold Coast","Home",10985,0,4,6,9,90,2,0,1,0,96,8,2,10,6,1,1,1,0,2,0,0,2,1,0,58,65,0,0,2,238,1,6,0
"850",2024-03-24,2024,"Round 2","Mars Stadium","Caleb Poulter","Western Bulldogs","Gold Coast","Home",10985,0,4,5,3,37.5,0,1,1,0,71,4,4,8,1,0,1,1,0,1,0,3,0,1,0,29,22,0,0,1,129,3,2,0
"851",2024-03-24,2024,"Round 2","Mars Stadium","Nicholas Coffield  ↗","Western Bulldogs","Gold Coast","Home",10985,0,0,1,1,100,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"852",2024-03-24,2024,"Round 2","Mars Stadium","Touk Miller","Gold Coast","Western Bulldogs","Away",10985,2,15,16,17,56.7,0,0,0,0,82,15,15,30,1,0,0,10,0,7,4,9,2,3,4,109,115,2,2,8,541,8,4,0
"853",2024-03-24,2024,"Round 2","Mars Stadium","Sam Flanders","Gold Coast","Western Bulldogs","Away",10985,0,12,13,19,73.1,0,0,0,0,82,11,15,26,3,1,0,2,0,1,5,2,2,1,0,87,102,2,3,6,220,3,5,1
"854",2024-03-24,2024,"Round 2","Mars Stadium","Noah Anderson","Gold Coast","Western Bulldogs","Away",10985,1,8,18,14,56,0,0,1,0,89,20,5,25,2,0,1,4,0,8,5,1,1,3,0,96,98,3,2,7,675,6,1,0
"855",2024-03-24,2024,"Round 2","Mars Stadium","Matt Rowell","Gold Coast","Western Bulldogs","Away",10985,0,15,10,19,76,0,0,0,0,77,9,16,25,4,0,0,8,0,5,6,4,1,4,1,104,99,2,4,6,339,5,4,0
"856",2024-03-24,2024,"Round 2","Mars Stadium","Brayden Fiorini","Gold Coast","Western Bulldogs","Away",10985,0,6,15,15,71.4,0,0,1,1,85,11,10,21,6,0,0,2,0,2,0,1,2,0,0,79,87,0,0,3,258,4,5,1
"857",2024-03-24,2024,"Round 2","Mars Stadium","Wil Powell","Gold Coast","Western Bulldogs","Away",10985,0,6,11,15,75,0,0,1,0,84,15,5,20,6,0,0,4,0,2,2,2,6,2,1,88,92,1,1,3,447,5,8,0
"858",2024-03-24,2024,"Round 2","Mars Stadium","Jack Lukosius","Gold Coast","Western Bulldogs","Away",10985,0,6,10,14,77.8,0,1,3,0,81,13,5,18,8,1,0,1,0,2,0,0,3,1,0,84,87,0,0,5,356,4,8,0
"859",2024-03-24,2024,"Round 2","Mars Stadium","Connor Budarick","Gold Coast","Western Bulldogs","Away",10985,0,5,14,11,61.1,0,0,1,0,79,12,6,18,6,0,0,0,0,4,0,6,5,1,2,61,46,0,0,3,389,6,4,0
"860",2024-03-24,2024,"Round 2","Mars Stadium","Samuel Collins","Gold Coast","Western Bulldogs","Away",10985,0,5,12,16,100,1,0,8,0,100,9,7,16,10,0,0,4,0,2,0,1,3,1,0,88,102,0,0,4,291,2,10,0
"861",2024-03-24,2024,"Round 2","Mars Stadium","Bodhi Uwland","Gold Coast","Western Bulldogs","Away",10985,0,5,9,12,80,0,0,2,0,80,8,7,15,2,0,0,2,0,0,0,1,1,1,0,53,64,0,0,2,199,2,6,0
"862",2024-03-24,2024,"Round 2","Mars Stadium","Alex Sexton","Gold Coast","Western Bulldogs","Away",10985,1,2,12,11,78.6,0,0,1,1,75,10,4,14,3,0,0,1,0,4,1,3,2,1,1,49,47,0,1,3,400,2,2,0
"863",2024-03-24,2024,"Round 2","Mars Stadium","Ned Moyle","Gold Coast","Western Bulldogs","Away",10985,0,11,3,7,50,1,0,3,0,68,9,5,14,2,1,0,2,25,2,4,2,2,2,1,81,90,0,4,4,206,3,1,0
"864",2024-03-24,2024,"Round 2","Mars Stadium","Ben Ainsworth","Gold Coast","Western Bulldogs","Away",10985,0,1,11,7,58.3,0,1,0,0,77,9,3,12,3,1,0,1,0,4,0,2,0,0,1,49,39,0,0,3,258,5,0,0
"865",2024-03-24,2024,"Round 2","Mars Stadium","David Swallow","Gold Coast","Western Bulldogs","Away",10985,0,4,5,5,45.5,0,0,0,0,70,6,5,11,0,1,0,4,0,2,1,2,0,0,1,47,38,0,1,3,146,1,1,1
"866",2024-03-24,2024,"Round 2","Mars Stadium","Nicholas Holman","Gold Coast","Western Bulldogs","Away",10985,0,3,8,9,81.8,0,1,0,0,83,5,6,11,4,2,0,3,0,0,0,5,0,1,3,55,39,0,0,4,135,2,0,1
"867",2024-03-24,2024,"Round 2","Mars Stadium","Charlie Ballard","Gold Coast","Western Bulldogs","Away",10985,0,5,6,8,80,2,0,10,0,100,8,2,10,7,0,0,2,0,0,0,1,4,2,0,59,69,0,0,2,129,2,7,0
"868",2024-03-24,2024,"Round 2","Mars Stadium","Levi Casboult","Gold Coast","Western Bulldogs","Away",10985,0,8,2,2,25,0,0,3,0,82,3,5,8,0,0,1,3,19,1,1,3,1,1,1,49,68,0,1,2,13,0,1,1
"869",2024-03-24,2024,"Round 2","Mars Stadium","Brandon Ellis","Gold Coast","Western Bulldogs","Away",10985,1,4,4,4,50,0,1,1,0,84,5,3,8,1,0,1,0,0,0,0,0,0,1,0,26,35,0,0,3,69,1,1,0
"870",2024-03-24,2024,"Round 2","Mars Stadium","Rory Atkins  ↙","Gold Coast","Western Bulldogs","Away",10985,0,1,5,5,62.5,0,0,0,0,31,5,3,8,2,0,0,0,0,1,0,0,2,0,0,27,16,0,0,1,136,0,1,0
"871",2024-03-24,2024,"Round 2","Mars Stadium","Thomas Berry","Gold Coast","Western Bulldogs","Away",10985,0,5,3,5,62.5,0,0,0,0,71,3,5,8,0,1,0,0,0,2,1,3,0,1,0,26,24,1,0,1,122,3,0,0
"872",2024-03-24,2024,"Round 2","Mars Stadium","Ben King","Gold Coast","Western Bulldogs","Away",10985,0,5,2,6,85.7,2,3,2,0,87,5,2,7,4,2,1,1,0,1,0,1,0,1,0,49,67,0,0,5,102,0,1,0
"873",2024-03-24,2024,"Round 2","Mars Stadium","Ben Long  ↗","Gold Coast","Western Bulldogs","Away",10985,0,2,2,1,25,0,1,1,0,59,3,1,4,1,0,2,2,0,0,1,3,0,0,2,18,11,0,1,2,82,3,0,2
